tweet,labels
I'm so glad I don't wake up lookin like one those Medusa lookin bitches,1
I'm so high high high that a bitch can't blow my high,1
I'm so mad cause hoes think it's funny,1
I'm so mother fucken sexy. I have no time to be a retard.,1
I'm so raw is problem the best song tyga will have anything after that is trash,1
I'm so sick of u niggers...,0
"I'm so tired of this damn job man, I wanna blow this bitch up lol",1
"I'm sorry but if your costume is a ""naughty school girl"" this yr I will forever consider u a basic bitch. #becreative #followers",1
I'm sorry but this makes me feel so free. Like a fucking majestic bird. #gotonelessproblemwithoutya http://t.co/EKFOVVcWht,1
I'm sorry but why should I care about what bitch my nigga was fucking w before me,1
I'm sorry.. I'm sorry.. I can't fuc wit u no mo hoe.. and I'm sorry &#128514;,1
I'm starting to act Hollywood round this bitch,1
"I'm starting to not like meek, this nig a lil to arrogant for me",0
I'm sticking with @tha_fluzzy07's theory that black pussy tastes like strawberry milk.,1
"I'm still mad because this nigga really said ""I got bitches texting me asking me..."" Oh REALLY ? But let me say sum wit that in it &#128175;",1
I'm still weak off the bitch gettin pissed on lol,1
I'm stuck in my room.. The house is shifting or whatever and it used to be just kind of a bitch to open my door but now it's like.. Stuck.,1
I'm such a bitch sometimes lol,1
I'm such a bitch to Austin &#128514;&#128514;,1
I'm such a retard sometimes.,2
I'm sure @AFP would add this helpful parenthetical explanation if these were redneck peckerwood teabaggers. https://t.co/zkqg5WfE5R,0
"I'm surprised I'm still at school tbh, I can be quite the retard at times. I'm either exceptional at a subject or absolute shiteee.",1
I'm talkin bout superb punching. The ref wAs on some hoe shit against Carlton Haywood. Dude took a full minute of unanswered @Royceda59,1
I'm thankful for dem big booty hoes doe #realtalk,1
I'm the biggest redskins dam right now if they get this stop,2
I'm the bitch that a come out n sweats n still have Ya nigga checking for me&#128526;,1
I'm the crazy bitch that will call you 10 times in one hour,1
I'm the gym looking at bitches booty #creeping &#9996;&#65039;,1
I'm the man around dis bitch baby,1
I'm the pull bitch,1
"I'm the real Tony Montana, I got 50 naked bitches on a banana boat",1
I'm the type of person who act like I don't care to certain reactions but truly I'm a little bitch inside,1
I'm thinking he has low level OCD of some sort.... That or he's just goin full retard... Pretty sure full retard,1
I'm tired of bitches thinking they cool when they ugly. If you're ugly bitch that's all you are is ugly,1
I'm too much of a bitch to say anything about that,1
"I'm too nice to people , but when I finally decide to say something , I'm a bitch . wonderful .",1
I'm tryna eat steaks n dis hoe wanna eat peanuts!! -- @BIRDMAN5STAR voice,1
"I'm tryna face fuck kesha, you bitches bringin beef I'll get the lettuce n ketchup",1
I'm tryna turn M's to B's innis bitch and I ain't never paid to be wit no bitch!,1
I'm turning into a heartless bitch.,1
I'm up and at it before the birds wake up so you can't tell me shit.,1
I'm up bored denna bitch,1
I'm up hoe,1
I'm use to these hoes don't play,1
I'm with 3 bitches &amp; 2 of em mix,1
I'm with another nigga bitch &#128514;&#128514;,1
I'm.a be even pretty &#128129; julisa work magic on bitches .. Lol i keep stalking her IG to see how perfect I want my braids... Its hard to pick!!,1
"I'mma go with #6.

Cuz them Scream bitches STAYED getting knocked over an shit. Fuck them pussies. Without surprise they shitty.",1
I've been sleeping with my mom for the past few weeks and I swear this bitch is having sex dreams or something always moaning in her sleep,1
I've been tryin to tell niggas RT @_nicarrag Lesbian porn have the finest bitches,1
I've eaten six packs of hello kitty fruit snacks today because I can bitch I'm an adult.,1
I've got a birds eye view of all the secrets you keep.,2
I've got everybody Skurting these hoes &#128514;&#128514;&#128514;&#128514;&#9995;,1
"I've got saltine crackers and red wine here. Is it possible to DIY a communion? I, uh, haven't been to church in awhile. #tbtweets",2
I've never felt this comfortable around a crazy in my life. Ole cool crazy ass bitch. This my nigga right here.,1
I've never had a Twinkie.,2
"I've never had a problem w| anybody here, I've been w| the company for a year, and then this snitch fucking bitch is trying to get me fired",1
I've pretty much eaten an entire box of my nephew's cheese nips. I only feel bad a little.,2
I've seen #MajorLeauge with Charlie Sheen...........and the #Giants committed sin when they worshipped #barrybonds as a batting coach&gt;,2
I've seen every episode of scrubs ever. Sense the first episode niggah!!,1
I've told those bitches at the dentist about my gums receding for the past fuckin year and now they wanna warn me about it,1
"I, I see some hoes in hurrrr",1
"I, for one, welcome our new Eastern Panhandle overlords, and hope they do a better job than the yokels who got us here in the first place.",2
IG be the bid bitches an these dumb ass faces lol,1
IM our here filling these hoes jaw side,1
ISIS Jihadis Discuss &#8216;Buying And Selling&#8217; Yezidi Girls As Slaves http://t.co/UoPgIPOpWS #tcot #pjnet,2
"ISIS Jihadis In Australia Shoot Man In The Face, Chanting &#8216;ISIS Will Stay&#8217; http://t.co/xyzXv5LZs1 #tcot #pjnet",2
ISIS Supporters in America: The Jihadis Next Door http://t.co/u0YHWkD34c http://t.co/0XHPbRL9EQ,2
Ian watch Maury in so long ..Maury wear jeans on the show now.. I guess he like f**k I need to dress up for these ghetto ass ppl anymore,1
Ibuki&#180;s shaved pussy fingered and fucked before her tight little rosebud of an ass is&#160;destroyed http://t.co/kPxRSZVD9K,1
Id light that bitch on fire starting with that ratchet ass weave,1
"Id make you look like an absolute pussy, because you're too scared to say anything to my face hahahahahaha",1
Id rather be your niggah,1
Idc I eat the pussy &#128513;,1
Idc about none of these bitches .,1
Idgaf I have my coon moments,1
"Idgaf about someone havin a cure,let this bitch burn",1
Idgaf about these money hungry bitches,1
"Idgaf about you flat chested hoes feelings either, you a grown ass man nigga.",1
Idgaf about you regardless bitch you got me all day.,1
"Idgaf about you, or ya mens, ya bitch, none of these bitches. Y'all all can fuck off for all i care.",1
Idgaf if it's 3pm in the afternoon bitch make my pancakes!,1
"Idgaf if that's sounds illogical, this Twitter bitch.",1
Idgaf what anyone say. GAMBLING IS STUPID. like if you constantly bitch about not having money why tf would you go to a casino?,1
"Idgaf what u do to get it long as u go hard in that. Sell drugs, credit cards, checks, strip, sell pussy, whatever. Jst dn't b half-assed!",1
Idiotic censorship drive by #France President fails to understand that he's empowering Jihadis by censoring the internet wholesale #fail,2
"Idk about yall, but i loves me a thirsty bitch. Atleast they not afraid to peruse a nigga",1
Idk bro &#8220;@JactionJ: a bunch of hoes really doesn't compare to having that one faithful girl bruh&#8221;,1
Idk how I have friends I'm so blunt and sarcastic people probably think I'm a raging bitch.,1
Idk how bitches trust other bitches sooo easily. I still have the same friends.,1
Idk maybe it's just me being bitter but giving bitches money and just being a genuine nigga ain't got me nowhere so fuck that. Struggle hoe.,1
Idk what's worse then a broke hoe with potential,1
Idk where this nigga jus went but he better find me some food before I become a real life bitch&#128530;,1
"Idk who tf Roro &amp; Sophie are, but I'm glad they got bitches twerkin for the vine in they whips",1
Idk why bitches think they players lol bitches have zero game,1
Idont want a Bestfriend Boyfriend homeboy nor homegirl... fuck all yall bitches ctfu idc idc,1
If @IamShady_ didn't know I love your coon ass cuz &#128514;&#128514;&#128514;,1
If @UnLike_Society post 1 more pic of his waves I'm bringing my S-Curl back on these hoes for the 2014,1
"If Ashton is trash then what does that make me! Come on guys someone like Ashton can't be trash, he makes too many people smile!!",2
"If Bradley Cooper wins an #Oscar before Ryan Gosling does, imma cut a bitch.",1
If California Chrome doesn't go off at even money or better I might flip a trash can over I mean damn can I get 6-5? Oh the humanity!,1
"If Dirty D was still around I wonder how many of you younger guys he would call a ""disrespectful son of a bitch""",1
If Dj Khaled eats Nicki Minaj's pussy he finna taste everyone in the rap industry,1
"If Drew Stubbs were a pimp, he couldn't even hit a hoe.",1
"If I become president, everybody's on lockdown. I'm gonna run this bitch like a penitentiary.",1
If I called you a bitCh then you'd prolly hate me .. If I called you a bad bitch then you'll prolly thank me!,1
If I can't make no money off of you then bitch I don't even want to you.,1
If I don't like that hoe I turn her ass into a frisbee,1
If I don't unwrap a big booty hoe today i'm going rio be outraged.,1
If I ever ate your pussy before and you fucked over 3 niggas before that let me know right now because you owe me $100 you dirty bitch,1
"If I ever committ a crime, you can cite LVL as being the sole influence.",2
"If I ever saw Kendall Jones in person, Id kill her on sight. I hate that bitch more than anything in life.",1
If I fuck a nigga bitch ima just record it an keep fuckin her til she play dumb then ima have to show him,1
If I had a dollar for every time someone called me Maggie I'd make it rain on all these hoes,1
"If I had hair, I would seriously go for a perm now. Genetics is a stone cold bitch.",1
If I hit you w/ that shotty bitch I bet that body flip,1
"If I hold the door open for you, bitch you BETTA say thank you or imma slam the door in ya back.",1
"If I post a picture of my woman, All you hoes jumping off a bridge tonight! Lol",1
"If I respect you, I demand your respect back. If you think you can be a bitch, I can be an even bigger one. Bring it",1
If I see another bitch with a rolly bag ima diesel that bitch,1
If I smoke with ya bitch its over,1
If I was a guy I'd definitely dress up as the fuck her right in the pussy guy,1
"If I was stranded on a desert island and I could only bring 1 thing, I would bring Dora. That hoe has everything in that backpack.",1
If I were a kid today...Michelle Obama's lunch would wind up in the trash can,2
"If I were born black; 
I would have tons of kids, never work, get lots of free stuff &amp; bitch about it! 
Thank God I wasn't~What a DRAG I'd B",1
"If I wore a tutu, no bitch would want me &#128514;&#128514; that's what our dog is gonna be telling himself everyday &#128529;",1
"If I'm legit trying, the WORST thing you can do is try and play games with me. You'll get the bird sooo fast.",2
If I'm sharing my nigga with every other bitch why tf do I want him. He ain't no longer special. The heck.,1
"If I've never seen her do some ""hoe"" shit with my own eyes then I refuse to let another nigga influence my thoughts on her. So what?",1
If Kubiak was a player they'd pump him with painkillers and tell him to stop being a pussy.,1
"If Temple beats Rutgers today, I will be a happy clam.",2
If a bitch annoying she getting left.,1
"If a bitch bit my dick, I'd probably beat the shit out of her.",1
If a bitch choosin let her choose lmao that is all !,1
"If a bitch don't like me, sumthin wrong wit da bitch",1
If a bitch don't taste her own &#128573; you shouldn't even dare eat it &#128567;,1
"If a bitch has to fuss &amp;&amp;fight over a niggah thats hugged up &amp;&amp; ,boo'd up w the next bitch , clearly doesnt gaf bout u",1
If a bitch is bad n single she single fo a reason....hoe prolly cray or a runna,1
If a bitch makes u moan during sex she owns your soul. &#128175;,1
If a chick wants me to eat her pussy then leave I'll accept gladly. Lol,1
If a cute bitch fucks with a lame nigga she automatically becomes 10 times less attractive in my eyes,1
"If a nigca neva told you ""bitch you got some bomb azz puzzy"" kill yaself bitch http://t.co/CZXRV9to4A",1
If a nigga in nap can fuck my bitch that mean she lame for fuckin a lame.... All deez niggas here corny asl,1
If a nigga is watching Love and HipHop instead of the playoffs he gay denna bitch,1
If a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that's cash in him out number &#128175;&#128527;,1
"If a spic ever talks to a white person and the white person kills them, it's self defense.",0
If a teacher gave me some pussy in elementary school I got to tell somebody.,1
"If a teacher tried to throw me some pussy when I was in school, nigga I ain't sayin shit",1
If anxiety was a person I'd kill that bitch so fuckin fast.,1
If anyone ever gets an attitude or w e with me idgaf who it is I am going to be a bitch right back &#128076;&#128076;,1
If anyone wants to bring me a sweet tea to my party.. That'd make my bday perfect.. Well that and cracker barrel &#128525;&#128525;,2
"If anything I've ever said has offended you, that's a YOU problem not a me problem. Don't be such a little bitch.",1
"If eating the pussy makes you happy, I'm all for it. :)",1
"If ever sports seemed scripted , this ending to this Yankee game proved it",2
"If everybody already hit, Of course a nigga can't take you seriously.. Idk why hoes be so surprised..",1
"If her bio says ""Only God can judge me"" she's a hoe.",1
If her mom was/is a hoe then she's most likely a hoe too. Where do you think she learned it from?,1
If i aint hit that bitch then i aint hit that bitch why lie about it thats petty bullshit,1
If i fucked her i know every niggah want her.,1
"If i straighten my hair, it's gonna be long and the hoes gonna hate &#128553;&#128514;&#128514;",1
If i was to get a rich girl so be it. At least she likes me. She saw something in me you hoes didn't see,1
If i wasn't a Yankee fan i probably would be a SF Giants fan LOL,2
"If it wasn't for this blanket, my nips would be harder than the search for Anne Frank..",1
If joining the army gets you bitches then to the army I go.,1
"If luke hemmings really thinks they're trash, I MUST BE FUCKING DIRT BC YOU BOYS ARE BEAUTIFUL DAMMIT",1
"If my anger materialized, it would be a fucking atom bomb to blow this bitch up.",1
"If my bf posts a pic of my daughter, just like it and keep scrolling. Your comments aren't necessary. Yes bitch, I know she's cute.",1
If my bitch wear a bacon bra....im taking that ass to funky town,1
If my friends don't wanna hangout my automatic response is to call them a bitch. Whoops.,1
If my tweets hit too close to home why you subbing me lil stupid ass bitch? Check Ya own fucking self issues lil bitch.,1
"If not for GZ, #Trayvon would be alive right this second... Smoking a bowl and tweeting about ""bitches and hoes"". Such a nice kid he was...",1
If not then you are a coward and afraid showing you have no faith..Just another devils bitch...,1
If only I dated a girl that lived off Mack Road I could just get the holy trinity of Sacramento ghettos on a daily basis,2
If only everyone knew the real you...fakest bitch I know,1
If only my new local mall wasn't so ghetto,1
If only you bitches REALLY knew,1
If pussy lips could talk ill go down there like it's whispering,1
If she a hoe I'm a hoe.,1
If she a hoe on social media she a hoe in real life too,1
If she ain't yo lady u better not text her ass good morning quit treating these side hoes like wifey material,1
"If she aint talkin to you , then who she talking to ? Cus you know bitches cant stop talking #TrustIssues",1
If she dont appreciate that and say yes. The bitch aint real.,1
If she hates being kissed in the mouth she a hoe.Tell me different.,1
"If she know yo name way before you meet her, then dat bitch a EATTA!",1
"If she makes a good sandwhich and she give a good blowy, wife dat hoe up. That way you can eat while she eatting",1
If she wears these to dinner then she's paying for her own food because Im treating that bitch like a stranger..... http://t.co/Pm5AA6PlW0,1
"If she'll tell you she's a ""badd bitch"" then listen.

She's bad for your health!",1
"If some one isn't an Anglo-Saxon Protestant, they have no right to be alive in the US. None at all, they are foreign filth.",0
If someone is part of 'James X' then he's a white trash cultist.,0
"If someone pushes you too hard today, they may be surprised ho... More for Capricorn http://t.co/3kpy22pi0E",2
"If that pussy aint Organic, Preservative free, No growth hormones, fresh, USDA approved, i aint fuckin with it.",1
"If that pussy don't come with head, I don't want it!!",1
If that's yo hoe ... That's my hoe 2,1
If thats what yall hoes want then fuck it.,1
"If the @Yankees get Dempster, they just look like they're getting older. #smh Bring some youth!!! #mlb",2
"If the Yankees can't beat the Red Sox, they don't even deserve to be in the playoffs #yankees #redsox #mlb",2
"If the crust ain&#8217;t graham cracker, keep that pie",2
"If the only thing she talks about is her eyebrows, she got forest pussy.",1
If the servers for black ops 2 acts gay today this is my bitch fo the nite http://t.co/8rbDhEIa,1
"If the words whore, hoe, slut, prostitute, ect werent invented, their would be alot more pussy to go round",1
If the world was free of sucka free it would be just me and my nigs left,1
If them niggas pussy we douche em we clean em out,1
If these hoes ain't lying about being fat they hiding a backpage profile some where...,1
If this bitch don't turn Crash in &#128545;&#128074;&#128299;,1
If this bitch hangs up on me one more time....,1
If this bitch new the amount of shit I spoke bout her on my twittah lol,1
If train officers that are wearing body armor stand back to watch the smoke clear. Why does every gun ho wanna be... http://t.co/cuLyANyQ,2
If u a bad bitch #EnjoyYaDay,1
If u a bitch an i hadddd u i wouldnt give a fuck if Chris brown bagged u bitch i had u already lol,1
If u ain't fucking u ain't sucking wat u Doin hoe &#128572;,1
If u bad niggas a really play nice to get to the pussy then... that ass gone &#128514;,1
If u expect me to stop playin with niggas But u playin widd bitches I can't deal,1
If u got yo shit pulled Upp past yo bellybutton YOU ARE TOO OLD FOR YOGA PANTS bitch it aint 1983,1
If u know this bitch u know ur mexican http://t.co/Jyw85Vmp8K,1
If u not talking bout money or weed bitch I don't even wanna talk to you.,1
"If ur bitch starts fukin yappin tae, ill make sure i break something vital. Warning: call polis with hazard that results in permanent damage",1
If viagra was for bitches it'd be called niagra,1
"If we get any trick of treaters I will be giving out Android advice. So... stop on in, faggots",1
If y'all preppy bitches ever arguing like this at a party and don't do nothing y'all getting hit with a bottle fr,1
"If yall niggas gon be gay, why yall gotta be so over the top? Dressing up in bitch shit that women wouldnt even dare wear. Smh.",1
If yer gonna continue to be a contrarian bitch... go die then. I've no time for such trifling!,0
"If yo name wus in this song you wus a hoe then, &amp; a overgrown THOT now.... http://t.co/1RbJoHBEN6",1
"If yo nigga catch you cheating, and beat yo ass in front yo lil yeah, and lil yeah don't help. You still give him pussy ladies?",1
"If yo pussy good my ""Pullout"" game weak!!",1
"If you LIKE #chocolate or #sodapop and you tweet bad about #HappyColumbusDay..............YOU ARE A FUCKIN"" #retard #HYPOCRITE&gt;",1
"If you a bad bitch, put ya hands up high",1
If you a hoe ima treat you like one just like if you're a good girl ima treat you like one. I don't discriminate,2
If you a top notch bitch lemme here you holler. (:,1
If you act like a fucking retard when your high it's over mane stay away from me.,1
If you ain't Stevie J's bitch of course you'll call him the scum of the earth.His bitches hooked while they're upset though.,1
"If you ain't a hoe, get up out my trap house @Reptar_07 .",1
If you ain't ma bro you better watch yo bitch &#128514;&#128514;&#128514;&#128076; borrow yo hoe introduce ma pimp !,1
If you ain't my bro... Your bitch single In My eyes &#128514;&#128170;,1
"If you ain't sucking dick, why you sitting there with puckered lips? That's collagen, muhfuckin bitch",1
"If you are descended from anything less than European nobility and/or royalty, then you are non-titled common gutter trash.",2
If you are out clubbing every weekend and leaving your child with your baby momma I don't wanna hear you bitch about child support. &#128056;&#9749;,1
If you arent going to stick to one garbage can for recycling Im not going to give a single fuck about where Im putting my trash.,1
If you ask me every bitch gay,1
If you attractive people just gone up and assume you got hoes,1
If you ballin then buy ya bitch something,1
If you balling buy yo bitch somethin,1
If you body count more then mine you a hoe js.,1
If you can't turn Instagram likes/follows into some real life shit #trash,1
If you didn't have tattoos as a diversion for your bird chest and malnourished body sir... your instagram would be trash,2
If you don't fuck with @ChrisWebby your either A) slackin B) a turd burgular C) a pussy face. or D) all of the above #WhichIsIt ?,1
"If you don't know what yo bitch doing tuat ain't you bitch, Im just sayin.",1
If you don't say thank you after someone holds the door open for you you're a bitch,1
If you dont know uncle JJ your a bitch,1
"If you enjoy hunting for sport, then you're trash. If you hunt for food, you deserve to starve.",2
If you follow me on twitter and you are being loud cunt on the swings at wintersmith don't be a stranger &#128526;,1
If you fuckin for your rent you a lame hoe,1
"If you get into an argument with someone and say, ""Have a nice life &amp; good luck in Ohio."" that's a ""fuck you, bitch leave.""",1
If you go to the barber shop on Friday you have to your charger and some snacks in that bitch &#128514;,1
"If you going to the strip club every weekend, you will never experience earned pussy.",1
If you got a body count already in 2014 you can't talk about anybody being a hoe,1
"If you got a good girl don't turn her into a ""bad bitch"".",1
If you got a nigga and you another nigga #wcw you a hoe &#128514;&#128514;,1
If you got a problem with me bring it up with me before I tense up on yo bitch ass . -.-,1
"If you got charge a nigga up for tryna talk to your chick, You really a insecure faggot and have no control over her..",1
"If you got tats on your breast, you a trash ass bitch and stay far away from me with Ya acid pussy.",1
"If you got to act like you cuffing a bitch to get ass your a lame forreal &#128514; , real niggas let bitches know what it is from jump&#10071;&#65039;",1
"If you hang with hoes, you're a hoe by association. If you try and debate this, you're a hoe. If you get offended by this, you're a hoe.&#128175;",1
If you have chemistry the only other thing you need is timing.. But timing's a bitch.,1
"If you have your friends jump into a fight, it shows that you're just an overall pussy.",1
If you hoes stop shaving I'm running around spraying nair on all of y'all.,1
If you jump someone you're a bitch,1
If you jump someone you're a bitch regardless the situation,1
"If you kill all cops and cracker babies, what next?????? Black states, white states, and Latino states? Isn't that moving backwards?",0
If you know a guy has a newborn baby why the fuck are you trying to talk to him? Desperate ass hoe,1
"If you like the 24k gold rillos, your a pussy",1
"If you love somebody, you can't cheat, have hoes, do certain shit cause them limits type shit.",1
"If you must call me a cracker, please call me a Cheez-It, not a saltine.",2
If you not his momma or his sisters goodbye bitch! I do not have time for that.,1
If you not lickin toes you a basic bitch.. And I can't fuck with a basic bitch,1
If you not my bitch. I really don't care &#128076;,1
If you one of my hoes .... make yourself known,1
If you only like cheese pizza you're a pussy. Stay away from me and my lovely combination pizza,1
If you rat on your family just so you don't get in trouble you're a little bitch #BloodThickerThanWater,1
"If you really know me, you know all the problem i go through with all these hating ass bitches.",1
"If you said more today on the internet about Duck Dynasty than about the #NorthwestImperative, you're a useless whigger.",1
"If you say any of the following words the convo is over: nigger, nigga, swag, yolo, fag, retard.",0
If you say anything about me I'll knock ur boyfriend out. Go for it bitch. Your boyfriend is a pubeless runt.,1
"If you see me , SPEAK bitch. !",1
"If you single, just start hitting up those hoes. &#128524; &#128129;",1
If you slow down for a puddle you're a bitch,1
If you sneak dissing &amp; I come to you tryna address the initial issue &amp; you say it ain't nothing... You a bitch,1
If you sweat pussy it's somethin new to you..,1
If you take a long time to text back you a hoe,1
If you tell a dyke she looks just like a nigga is that a compliment? I've always wondered that,1
If you texting other niggas just let me know so I can find me some other bitches. No hard feelings,1
"If you think that the term #redskins being offensive is a political issue, you are ignorant.",2
If you want it come and buy it ain't no mufuckin fronting nowadays niccas playing games about a few hunned! -- @FenkellPayroll #Loud,1
If you was a bitch nigga in 2013 you still Gona be a bitch nigga in 2014 &#128175;&#128175;,1
If you will fuck or try and fuck ya niccas girl .. You a buster lol,1
"If you work a graveyard shift, she cheating on you off tops. Somebody else gon be tucking ya bitch in.",1
"If you would have followed George Washington in 1776, it means that you're white trash.",0
"If you're a male and ""hoes/hos"" and/or ""bitches"" is your default word for women...you gotta go. Remove yourself, please.",1
"If you're a whiney bitch, have a ZIMA and shut the fuck up! 
#Democrats http://t.co/ZAYMXsdza3",1
If you're acting like more of a bitch than your bitch... there's a problem,1
If you're being a little scared bitch about the POSSIBILITY of a louisville purge...just go to Ferguson.,1
"If you're gonna be a hoe, then don't look for relationships. you lost that privilege when you decided to be a hoe.",1
If you're having girl problems I feel bad for you son. I got 99 problems but a bitch ain't one&#127911;&#127926;,1
If you're not attractive .... bitch you ain't making my drinks...! TF you think this is.?,1
"If you're not directly descended from European royalty and upper nobility, then you're not fully human. You're just common gutter trash.",2
If you're not watching this Seahawks game you're hella bitch.,1
"If you've ever been to drunk to fish, you might be a redneck",2
"If your a nigga ... And you use the term "" yassssssssss "" im just gonna assume your a fag",1
If your main reason for disliking something is because it is popular there is a 100% chance you're a little stupid idiot bitch baby child.,1
"If your parents let you drink underage, they're fucking retarded and so are you.",1
"If your pussy stink, you aint goin to heaven",1
If your twitter is private but your Instagram is public u r probs a trash talking thot,1
If youu let yo bitch leave with another niggah and don't say shit thats on youu!,1
Iggy Azaelia is no one hit wonder. She is a bad bitch.,1
Iggy is trending. Twitter's trash today.,2
Igot to level 21 so far on flappy birds smh,2
Ihate a nosie bitch ',1
Ihate them mad bitches where the glad ones at?,1
Iite Peyton don&#8217;t be a faggot this drive,1
Ik his bitch ass saw me mentioned his tall ass,1
"Iknow a couple mf that does this, there favorite line i wouldnt Do that thats Young. bitch STOPP ' YOUR young minded",1
Ill fire that nina like its her first day on the job an the bitch over slept,1
Ill take yo bitch and make her everybody bitch&#128558;&#128074;,1
Illist bitch alive,1
Im a Single bitch on this Money shit &#128175;&#128184;,1
Im a boogie ass niggahs to these fast hoes,1
"Im a different nigga...if the pussy good im not tryna fuck for no 20mins..im stopping, backing out it, anything i ca think of to last longer",1
Im a ghetto ass nigga you suburban,1
Im a queer.... #mmm,1
"Im a rich niggaaaaa, i need a rich bitch.",1
Im a south side niggah fuck around fuck around,1
Im a twat,2
Im a westside niggah so you know im rockin wit Game,1
Im about to fuck taylors bitch ass up,1
Im about to get all the pussy.,1
Im addicted to bad bitches like I never had bitches,1
"Im allowed to trip on my bitch , she cant trip on me tho",1
Im back bitches!!!!!!,1
Im back to square one . No bitches .no weed a lotta hang ova,1
"Im done with life""@Gmel_Genuine: Im just ready to wake up and have pussy for breakfast everyday""",1
Im elated i passed on my creative gene to my daughter but she also got the retarded gene too.,1
Im from the 210 you already know bout to bust a flow on this bitch hoe names miguel is chillin with my nigga tono,1
Im getting sleepy this water doing a bitch right,1
Im glad I met this chick. Reminds me the trash I left behind,2
Im hardly on this hoe anymore lol,1
"Im ice cube, u can call me the grinch. i got ur list but i aint giving u shit, bitch.",1
Im in a full suit bow tie and all at a restaurant &amp; called my frat a bitch ass nigga.Caught myself Bc Im around white ppl staring at me lol,1
Im in mickey ds and he gone ask for a double cheese burger wit no cheese!!! #FOH,2
"Im just a young niggah out here chasing ins, til im in the driver seat of my benz",1
Im just a young niggah tryna live my life long,1
Im just gettin started oh yeah we got it bitch,1
Im just in my car jamming to Taylor Swift with my side bitch,1
Im looking for a reason to really spazz on a bitch (never my lady) but....a bitch none the less lol,1
Im mad james let me drink that shit... payback is a bitch,1
"Im married to a retard, must be why we're so good together. Nigga hunching me in his sleep.",1
Im n a tight circle bitch you can't get thru dis loop,1
Im never cuffin unless my bitch grown or act grown. I can't deal wit lil girls nbs,1
Im not tongue kissing these bitches tho,1
"Im nt rey talk about a dumbass bitch thats lost in this world, she really need to be saved at save http://t.co/E0JVa37bim try it, it wrks",1
Im only cocky to hoes hmmm i wonder why prolyy cuz i dont fuck wit yall,1
Im order to be a real nicca you gotta be Real ... Nicca!,1
Im prolly wit yo bitch big butt cant fit up in the 6!,1
Im ready for today &#127936;&#128308;&#9898;#iu #iubb #hoosiers #hoosierstate #ncaa #big10 #michigan #gameday #btown&#8230; http://t.co/6g7JNMoW,2
"Im retarded for real, im sitting here getting mad thinking my daughter ignoring me then I remember she aint here.",1
"Im rick james bitch, show me ya titties",1
Im sippin hot tea bitch,1
Im smoking good n my bitch conceited! --- @JAYREIDOFFICIAL,1
Im soooooo tired of this dick dyke showing up on my fb feed. Real studs dont fucc niggas. Just be bisexual.,0
Im sorry but you didn't have to be a bitch last night.,1
"Im sorry, I use to be on that shit, but im not worried about the next bitch #unbothered #threatenwho",1
Im start askin dese hoe niggas if they got sand in they pussy....,1
Im still going trick or treating. Thats free munchies bitch,1
Im such a bitch sometimes&#128553;&#128553;,1
Im telling you man! RT @KfromtheG: Roethlisberger got his record expunged and became trash.,2
Im the biggest pussy when it comes to scary stuff,1
Im the man around this bitch baby check out my wrist watch &#8986;&#128130;,1
Im the niggah she really wanna ride wit,1
Im thinkin about using this beat and yeah I made it too bitch lol http://t.co/HTUk4USZJo,1
Im tired of all these weak ass men in my mentions tellin me why it is ok or justified to punch a woman in the face. That shit is bitch made.,1
Im tired of seeing this disturbing bitch with 3 tits,1
Im tired of these bitches actin like they loyal lol,1
Im trying to come back as a fine ass bitch next lifetime....,1
"Im trying to take the word ""bitch"" outta my vocabulary , hardest shit ever",1
"Im way out of your league hoe, please excuse my ego",1
"Im wearin one of walmart jackets around walmart, is that ghetto? Lmao fuck it.",1
Im wit yo bitch smokin. Let her keep the mid Imma roll this potent,1
Ima be home tomorrow so line up a bitch for me,1
Ima have to fuck with my nigga Omar about those weed brownies,1
"Ima hypocrite. I'll say ""I dont fuck with hoes"" then 2 days later let a hoe play with my dick in the McDonald's drive thru. Love their fries",1
Ima kill cay &#128514;&#128557; ugh she stay on my last nerve but I love that's funccy bitch,1
Ima knock that pussy out like fight !&#128074;&#128527;&#128064; http://t.co/XvWl4RGD7u,1
Ima knock the pussy out like fight night. &#128074;&#128074;,1
Ima pull up eat on that pussy and dip &#128525;,1
Ima pull up eat on that pussy and dip...,1
Ima pull up eat on that pussy n dip,1
Ima shmurda dance in that pussy hoe !!,1
Ima side bitch from time to time and I stay in my place,1
Ima spread that pussy out like a acre,1
Ima start friend zoning these hoes &#128514;&#128514;&#128514;,1
Ima tear that pussy UUUUP,1
Ima trash @ForeverMEM85 in fantasy,2
Imma get home around 0300 problem is it's a coon leaving the bar that drank 7 shots of crown royal think he still can drive,1
Imma knock the pussy out like fight night,1
Imma limit my association with these grade f bitches next year on my life just gone be me and a few ppl don't got time for the BS frfr,1
Imma treat you how you act ... If you act like a bitch you'll get treated like a bitch,1
In 2014 I'm resolved to perfect my bitch face.,1
"In Hopes of Recruiting More Women, ISIS Opens Jihadi Finishing School http://t.co/nMua12yr2W http://t.co/qi1YqNmemw",1
"In a movie, everybody ain't the star... Need Co stars and extras... &#171;@ChanteGooden I hate hoes that take pride in being the other chick&#187;",1
"In case you forgot hoe I been up since 4:18 on the dot made 100,000 dollars at work and still haven't slept.",1
